,acoustic_data,time_to_failure
347014074,6,7.367599
507716850,-5,5.4708986
228701612,3,4.4490986
454541702,2,1.8875995
121843699,4,4.3975
555833292,2,7.7240977
107824926,4,8.0395975
323148121,8,3.9294972
177147866,-2,2.7264955
390034627,-1,7.6194987
546354758,-3,10.186198
318053832,6,5.253096
351556107,8,6.187599
147000653,4,10.557496
58898052,5,11.891998
298877152,0,2.3276997
483111174,-2,3.2952995
512555534,4,4.2142973
215786655,5,0.74479866
80108895,4,6.382596
392859256,4,6.886396
76008991,7,7.447696
269934134,7,9.846896
427787262,-5,8.837599
560724904,8,6.4536967
47057577,-5,0.78699696
101920057,7,0.71689624
236930740,11,2.3114982
450141153,5,3.0313966
193231583,4,6.604197
339118465,7,9.418997
597757890,7,6.2931
318053724,9,5.253096
213070697,1,1.450299
297973983,5,2.5627975
437373890,0,6.3478966
152794356,4,9.051998
363618916,5,3.0541992
579315758,-3,1.6242976
608941118,4,3.3883986
335895887,3,0.6182962
603094556,0,4.907796
263410391,1,11.540799
318526575,1,5.1296988
291657598,-1,4.203498
194611997,8,6.245697
233461293,8,3.2126982
281177502,4,6.926196
173231956,7,3.7436957
73403027,0,8.124397
443252349,7,4.821096
23701742,-10,6.8538976
311162973,7,7.0426974
87064602,10,4.5749
79614556,2,6.510299
79808223,8,6.460298
557278669,5,7.3485985
54140257,4,13.128296
127946709,8,2.8131955
284564797,4,6.046296
338102021,2,0.044897955
628820494,1,9.843797
210162577,-19,2.205699
165415396,6,5.773797
345173836,8,7.8463955
221653696,1,6.280197
238972939,-4,1.7806
441439043,3,5.291399
579991050,0,1.4486982
568911269,3,4.3267984
207706891,2,2.844097
62680573,10,10.909896
544098996,-38,10.772497
21132482,5,7.5209985
626458104,4,10.457796
364359444,-6,2.8626957
593430152,3,7.417698
487913234,2,2.048298
625387905,8,10.735497
114926166,1,6.194599
314499812,1,6.175599
450590022,7,2.9143984
435605503,9,6.8065
139506239,2,12.503599
460586780,11,0.31819567
27477145,7,5.8728986
251224662,8,14.7062
21731047,6,7.365698
514287344,1,3.764198
284399171,-17,6.088898
303296125,4,1.1806959
512090918,4,4.334499
63353897,6,10.734399
621982231,9,0.0005992975
463756799,7,8.323696
589830845,4,8.352997
376009621,6,11.262599
157577095,7,7.8102956
442515214,6,5.0125957
245846984,8,16.103199
130888093,-24,2.0481994
308177201,5,7.8183975
582847740,5,0.7070962
435854102,1,6.7425966
616406864,7,1.4497956
437015933,3,6.4404984
487232820,5,2.2248983
496407500,10,8.408599
591168650,5,8.005098
25171816,4,6.471898
111447037,8,7.0989966
320351148,1,4.6561966
495496018,5,0.078796715
7702463,4,11.009798
563753654,10,5.666399
110034114,3,7.4660964
86857712,7,4.6291976
433083366,1,7.461899
417981234,4,0.35979903
155545099,12,8.3379965
186260264,8,0.3591968
20460972,7,7.6954985
277964494,8,7.760398
261619849,2,12.0057
499801930,9,7.5275955
319207401,5,4.953098
48778874,5,0.3400959
191909670,1,6.9478955
427511761,0,8.9089
189644751,1,7.5362954
36093787,2,3.6352956
538110977,5,12.327996
51504543,9,13.812498
547333485,6,9.931898
241579183,6,1.1038986
528404381,3,0.09660001
421281186,6,10.528296
189979292,6,7.449097
74884447,8,7.7391987
111398631,2,7.111796
115900515,7,5.9414
77795235,5,6.9837956
453232692,5,2.2280977
260611892,6,12.268496
459282370,7,0.65659773
377472501,2,10.882698
108522408,2,7.8586965
164802654,6,5.9323997
187616308,2,0.006996518
232273229,3,3.5212984
568173243,4,4.518299
468526525,9,7.0841985
585207846,7,0.09319985
50104703,6,14.176397
788845,11,1.2648973
318380645,10,5.167997
268679243,2,10.172498
220165094,3,6.666399
156874110,7,7.9921985
284476242,0,6.068699
85925138,2,4.8716965
426767186,7,9.102599
565712207,-2,5.1577983
183361133,6,1.1124959
114949427,6,6.1892962
171580269,4,4.172497
376512667,-1,11.1317
225966234,2,5.1597977
206080667,19,3.266497
604753128,1,4.4768963
60788033,4,11.401496
406639848,10,3.3059986
112412656,6,6.8478975
266545567,1,10.726797
272486339,7,9.183995
323210963,5,3.9134958
528715342,1,0.016795872
100280352,3,1.1423976
294792448,10,3.3894963
374088530,5,0.334599
605704108,8,4.229
220958385,6,6.461096
495482704,7,0.08199785
168822299,13,4.8885984
628465514,7,9.936396
20180679,4,7.7688956
621553794,5,0.11239749
342224493,5,8.612495
139740814,83,12.442898
46970519,-5,0.8092981
393741439,7,6.6565986
151696275,23,9.337099
164611929,1,5.982398
203085898,4,4.0442977
235055637,7,2.7987971
271649379,3,9.401097
335728343,-1,0.66199577
135694722,3,0.8001973
275242452,8,8.467996
472229408,3,6.1222982
66872213,3,9.820399
425783880,3,9.3579
477383791,4,4.7837963
392574299,4,6.9597983
490093055,8,1.482197
82091653,5,5.8675957
613841197,6,2.1158974
625036137,6,10.826997
411858179,3,1.9504985
43384763,-4,1.7413956
197399981,7,5.521098
273619441,0,8.8892975
375731207,5,11.334899
190354888,3,7.351198
174794863,3,3.3372977
176722793,4,2.836099
479163626,11,4.3209987
621894853,-1,0.02409629
440969936,5,5.413697
49381140,5,0.18369573
615355441,9,1.7221987
278080753,4,7.730596
405078637,6,3.7113993
15772484,3,8.913796
463091705,8,8.496098
118684486,9,5.218897
572528196,5,3.387298
573750030,5,3.0701969
383424125,3,9.336798
18481479,-2,8.209399
149074562,7,10.018099
293823751,3,3.6405985
173459837,8,3.6840973
350756176,12,6.3961964
374161429,-41,0.3154999
374964226,7,0.106899925
479564910,6,4.2166986
76700084,6,7.267897
277358925,7,7.917897
303312909,9,1.1752999
512074729,5,4.338799
231513449,8,3.719196
534481342,2,13.270698
263170821,-7,11.603597
412711206,14,1.7291974
94067132,7,2.7564971
146332779,8,10.730996
1572994,4,1.0605998
77307233,4,7.1103964
524181696,6,1.1935997
24081210,2,6.754899
249768792,5,15.084897
372706959,8,0.6941958
319674528,9,4.8317976
600437858,5,5.5972986
625900929,6,10.602496
373464284,4,0.4973963
244262312,-2,0.40689835
589038251,4,8.558299
217529952,12,0.2925959
70477589,9,8.884098
523400789,0,1.3967981
220350835,3,6.6184974
535014556,3,13.132397
370474245,5,1.2740963
11829305,6,9.9373
156655306,7,8.049696
503879567,3,6.4677978
258526167,9,12.810097
46221703,-5,1.0039973
211926065,8,1.7481965
60641918,6,11.4387
75930244,7,7.467897
134405794,2,1.1352959
283334514,3,6.365498
150150782,3,9.739296
533216393,5,13.599497
448192344,-6,3.5378957
352596065,2,5.9174
557171516,5,7.376199
200631123,8,4.681599
59659995,10,11.694098
12166393,5,9.850099
444519223,7,4.491199
156245284,4,8.156096
624770123,1,10.896096
370862278,5,1.1729975
538467711,10,12.2354965
198901696,1,5.1316957
493260348,0,0.6597959
404050868,2,3.978499
95241980,5,2.451198
328063405,1,2.6526973
158854120,0,7.4782968
72472906,4,8.365897
620194145,4,0.46559724
333492064,7,1.2428956
544984110,6,10.542696
140633154,4,12.210999
164684139,7,5.9631996
258521572,1,12.811197
388683392,2,7.970598
486168795,2,2.5014975
18173466,2,8.290296
211174203,1,1.942899
273849374,-7,8.829697
209623810,4,2.3460968
286038591,6,5.663297
323400022,3,3.8634996
473161911,-4,5.8796997
555206431,4,7.886898
482175713,1,3.5388968
78830042,4,6.714597
606467108,5,4.031099
576229821,11,2.4254994
462136922,4,8.743999
466900930,7,7.5065975
376980396,6,11.010399
469476842,4,6.8372984
243710035,-2,0.5505976
296194284,5,3.0245998
199864259,6,4.8815956
466601083,8,7.5841985
107727641,7,8.065097
242476033,4,0.8707988
315690088,4,5.8669963
16053322,6,8.840299
426788560,4,9.097298
450750298,3,2.8728979
400847554,0,4.810499
304466293,3,0.87639725
231756559,4,3.6552992
353888961,-1,5.5821967
355278716,1,5.2214956
40573137,2,2.4712975
178398848,3,2.400998
514253868,3,3.7726986
567671469,1,4.649197
577311425,8,2.1445992
80465395,-7,6.290096
570360797,2,3.950199
246871378,7,15.837198
262657748,3,11.736498
193260765,4,6.5967965
216877423,0,0.4617973
177101381,18,2.738197
12699149,4,9.711799
318530251,6,5.128599
81658729,9,5.979399
358251299,6,4.4490967
201581746,6,4.4347987
382001376,5,9.705999
317691713,2,5.346698
194303348,2,6.3254986
124597498,5,3.6824985
546245911,9,10.214996
347312677,6,7.2898993
568017812,-1,4.558799
305250086,3,0.67309564
175867471,2,3.0584981
579131089,3,1.6720979
21512046,9,7.4230957
18014542,4,8.3307
401022698,2,4.7657957
234338523,2,2.9849975
487882787,5,2.0556998
171978573,4,4.069296
317816879,3,5.3136997
332359615,0,1.5365977
345030351,7,7.883596
559724744,7,6.7132974
134995287,4,0.9820962
172959404,1,3.813898
97888257,3,1.7637978
77561306,7,7.044396
552896841,8,8.486998
612299153,8,2.5158994
545899354,9,10.304299
600262104,1,5.642998
461763418,4,0.011798967
8935539,-2,10.689597
506109994,5,5.888
579123807,6,1.674297
278262641,2,7.682699
17866404,14,8.370096
614969392,5,1.8221998
326603280,-8,3.0314994
260205868,1,12.373897
579678143,5,1.5295999
320295542,-2,4.669999
73400354,4,8.1244
583381117,1,0.56769973
230491981,9,3.984098
562990074,8,5.8652964
350967479,1,6.340798
542211446,8,11.262996
143532651,4,11.457699
43629945,-9,1.6774962
624672701,1,10.9206
156752004,4,8.024198
595218113,8,6.953796
441039614,2,5.395597
161993559,-1,6.662299
452906760,10,2.3131957
66110120,4,10.018299
304164230,4,0.9550961
570752929,3,3.848
611766365,-8,2.6541998
274556400,-1,8.645598
86803513,7,4.6429987
418896697,7,0.122596756
418784017,2,0.15129906
235495888,2,2.6838994
64570189,5,10.418299
258910594,-1,12.710097
499121583,5,7.704196
158783338,9,7.496398
146047854,4,10.804399
309687701,2,7.4257984
57825532,3,12.170697
410956613,5,2.184599
311175279,4,7.0394974
41976497,10,2.1062992
596400073,5,6.646298
525563154,0,0.83509845
293056616,4,3.8395998
443282988,8,4.812598
609591958,5,3.2191992
501455287,3,7.0976973
560055871,2,6.627198
621796852,4,0.049595956
457476703,4,1.125797
602899249,5,4.957799
271655880,7,9.398999
139849411,2,12.415296
484000969,1,3.0643985
267264049,8,10.539599
112269629,4,6.8850975
481506841,3,3.7123983
326691656,6,3.0090969
434483505,-1,7.0979996
74289036,-1,7.8945956
376365149,6,11.17
424877681,7,9.594096
18600016,12,8.1785
153080480,-1,8.977499
219131283,1,6.935596
137955717,11,0.21279728
61264375,6,11.276999
228197435,3,4.579899
592939185,7,7.5453973
195729320,4,5.955198
207248737,-1,2.9632962
309690001,5,7.425796
383450722,1,9.330396
323218907,5,3.911396
152829080,-1,9.043496
481069913,1,3.8261967
73517081,2,8.094598
398830297,6,5.335097
338061162,6,0.055497844
74834251,4,7.7519994
583623952,3,0.5048985
31698704,-8,4.7769957
607771252,5,3.692697
403640504,9,4.0849
308243857,2,7.801396
464849758,8,8.039597
200605650,10,4.6890955
435977809,4,6.7106957
271689983,13,9.390397
81784661,12,5.947396
461749615,3,0.016096128
439217043,3,5.8690968
143922448,3,11.356599
10615757,9,10.253297
271947034,12,9.323399
416258090,9,0.8077976
521801903,2,1.8117998
74873517,4,7.742397
44018826,-1,1.5764965
38717183,2,2.953298
106031437,6,8.505597
201090207,9,4.5623984
9754724,3,10.476798
499542548,4,7.594597
39478357,2,2.7553988
597972445,1,6.237798
196167225,0,5.8413982
162463800,-6,6.5399
30117721,1,5.1876955
349298482,4,6.774996
549128888,2,9.465897
574547782,2,2.8627977
389010798,6,7.8854985
24335918,7,6.688998
248134663,4,15.509497
200554092,1,4.701798
485019944,3,2.7994995
299951359,7,2.0488985
536280534,8,12.803596
433703570,0,7.301197
336565582,0,0.44379842
47952604,5,0.5539992
421404555,6,10.496395
360481916,4,3.8691986
450229822,-2,3.0079982
86030206,8,4.844098
215331238,5,0.8628995
558094562,7,7.1367974
49590041,12,0.12939572
362536021,6,3.3360965
568436381,9,4.450198
589327782,1,8.483896
24902840,8,6.5420966
160343760,8,7.090998
167423260,3,5.2524962
74879322,4,7.7402997
406333223,0,3.385798
604790936,1,4.4662
107948379,9,8.007697
81692073,-10,5.970898
485160345,6,2.7632983
403740829,3,4.0593977
310533965,4,7.2065954
85257911,5,5.045196
14582583,11,9.222299
54803940,3,12.9559965
356675088,10,4.858696
192609744,0,6.765996
520086150,5,2.257599
38283000,-3,3.066098
429712138,5,8.337599
458059385,6,0.97469586
592580389,3,7.639096
447883910,1,3.617697
453447684,4,2.1717
529725366,4,14.505998
453780743,2,2.0854986
477238429,0,4.821099
193075499,9,6.644697
391987127,3,7.112
97178522,0,1.947899
387871205,5,8.181299
261846089,9,11.947199
909317,10,1.2329
274493209,3,8.662696
498064181,0,7.978697
259823188,6,12.472798
165984805,6,5.625897
254268600,2,13.915599
366743150,9,2.2433958
199293991,9,5.0294967
494081314,10,0.44589847
304039663,0,0.98699796
465307956,11,7.9204974
288912638,4,4.9163985
18295710,4,8.258297
456408433,6,1.4034961
530990600,5,14.177299
490780256,5,1.3034981
526258191,4,0.6541999
622433144,7,11.502599
253533144,8,14.107097
181448466,10,1.6093957
433597724,-1,7.328896
307152497,3,0.17839812
473687498,6,5.7434983
466894390,7,7.508696
381418943,3,9.858096
130055594,2,2.2652962
115932864,11,5.9338956
119759166,2,4.9391
555137513,5,7.904997
191423228,4,7.073499
445947772,11,4.1209955
534733618,4,13.204799
153966984,10,8.747697
354074834,7,5.5333
51180590,4,13.896499
543253546,0,10.991698
584367087,22,0.31239653
77303481,5,7.111496
74040872,6,7.9583983
553410317,10,8.353995
289706563,6,4.7098994
543532455,8,10.919298
314428215,5,6.194697
226929922,7,4.909796
146070829,3,10.799096
77565225,3,7.0433965
531932336,-1,13.932499
125811132,15,3.3675973
580488459,4,1.3199962
41394688,-2,2.2573993
138936721,0,12.6515
566390078,15,4.9821963
478118674,8,4.592299
327548722,2,2.7867956
627184166,3,10.268399
209338350,6,2.4196
324539562,5,3.5676987
579575095,9,1.5571961
208976276,2,2.5142972
367398499,5,2.073196
581164535,9,1.144396
133901679,6,1.2661961
427855803,10,8.8196
501064682,3,7.1987987
408041420,3,2.9421978
95846237,5,2.2947958
535927949,4,12.895196
205437306,5,3.4334972
490019692,0,1.5013967
392819381,0,6.895999
437616409,4,6.2850957
491524962,0,1.1097989
378278582,2,10.6730995
188836963,8,7.7458963
275144223,8,8.493496
169461199,0,4.7225986
261069028,8,12.149398
73147718,1,8.190298
302225351,9,1.4583977
342890464,7,8.438997
374843026,2,0.13879807
9810692,4,10.461899
278454499,7,7.6326995
615670692,0,1.6402988
136315583,6,0.6383992
135265318,7,0.9118965
406617697,-3,3.3123958
248284844,4,15.4700985
365468858,10,2.5742962
185177562,2,0.64009833
3607125,8,0.5327971
241105201,4,1.2272973
589973594,6,8.315798
279584535,3,7.3400955
88210155,8,4.277997
614587924,7,1.9221959
481514463,1,3.7101989
437964435,4,6.194696
305278139,4,0.6656963
138616183,16,0.04149617
364830626,7,2.7402954
518068823,5,2.782197
430262450,3,8.194998
358267741,4,4.4447966
528495975,4,0.07319838
251778700,5,14.562498
359173928,4,4.209696
368573201,6,1.7677968
60379457,7,11.5068
598485716,5,6.104797
119886855,6,4.906099
571942848,10,3.5394976
440712341,9,5.480696
264831906,5,11.171599
342901033,2,8.4359
450978142,3,2.8132994
210581433,6,2.0971978
530674045,2,14.259199
207735746,5,2.8365967
572839021,6,3.3063986
114178956,7,6.3892965
386482251,-5,8.542
480391979,4,4.001799
398360636,1,5.4564
543109882,3,11.028899
327715582,5,2.7430968
351625355,7,6.1695
591032466,-2,8.040199
290736271,3,4.4428973
252650501,6,14.335898
477069820,-1,4.8646994
167688385,5,5.1832976
260794923,1,12.220697
463600795,8,8.364197
327596426,-2,2.7739973
41896374,-33,2.1275973
278729603,6,7.561399
288305911,4,5.073799
48818105,8,0.3294978
178546777,5,2.3626976
197279284,6,5.552996
71407113,2,8.642498
381702377,2,9.7836
435612569,6,6.8053966
627033520,2,10.307698
173830912,5,3.587299
436288532,6,6.6298966
522185439,10,1.7127968
399631888,-1,5.126498
15771911,5,8.913797
418326969,5,0.27049717
524211254,5,1.1861987
9195166,0,10.622496
440542208,4,5.524399
254685321,11,13.807099
488435435,5,1.9131957
548470109,5,9.637197
183630450,6,1.042197
542741577,4,11.124699
594118683,2,7.2389975
4840269,2,0.2125968
397602074,5,5.6542964
164117314,0,6.111097
310890786,4,7.1129994
219696176,10,6.7887964
419503649,8,10.990096
574414671,-18,2.8978956
496756834,6,8.318097
367427193,3,2.0656958
425318355,1,9.4791975
452366398,1,2.4525998
398623623,9,5.388299
424402572,6,9.717596
322331527,4,4.141199
514250540,2,3.773798
543182414,2,11.010796
529066060,-1,14.677298
262559702,-2,11.762097
582462375,9,0.8070966
324010212,3,3.7049997
362854711,-3,3.2530973
131948109,3,1.773696
135246651,12,0.9160991
474818393,1,5.449898
541244471,9,11.514096
517704692,4,2.8768966
485101991,3,2.7781994
490541450,-3,1.3651994
306301980,2,0.39969653
163094256,4,6.3770957
38820063,3,2.9266975
560564036,3,6.495198
45033224,1,1.312598
528503455,6,0.07109916
430517675,5,8.128996
442228547,0,5.0870957
182163870,5,1.4231973
107379075,1,8.155498
482442256,1,3.4697964
85861820,-23,4.887698
293845433,10,3.6352973
286957970,2,5.4238997
125292041,1,3.502696
313849600,3,6.344798
542953815,8,11.0693
60247966,8,11.541896
571565587,8,3.637298
619499082,7,0.6464959
348200945,6,7.059
273403768,-2,8.945696
391128954,9,7.3353977
123074577,2,4.0782976
446920981,5,3.8676972
533231603,5,13.595298
421581431,2,10.449599
151168688,3,9.474398
128776118,4,2.5971978
490952562,-2,1.2587978
419503113,2,10.990096
598966428,1,5.9792
505420750,6,6.0677967
343398004,3,8.307098
389298229,6,7.8109975
169335262,3,4.755597
516830891,-1,3.103498
267727643,8,10.419299
434021889,2,7.2181983
538412138,0,12.249299
533524279,5,13.519695
15596957,5,8.9594965
591035575,8,8.040196
562778814,2,5.919599
400158591,2,4.9902954
400268751,8,4.961596
504043113,3,6.425298
293490426,12,3.7278957
278371986,8,7.655096
48735030,1,0.35069907
451495431,0,2.6792982
355282694,4,5.2204957
472674684,5,6.0062995
465256940,8,7.9331994
132423434,-2,1.6502957
308167857,3,7.8204985
26620043,0,6.0952
404363081,8,3.8975978
173101336,-5,3.7766995
64720749,6,10.379995
518486603,8,2.673597
520506890,4,2.149096
468273739,6,7.150097
219642968,9,6.8025966
30606110,-77,5.059999
56968806,4,12.393098
423945948,3,9.835698
16097181,4,8.829696
437645594,4,6.2765994
137511836,4,0.32769895
213207051,0,1.4150977
76956026,1,7.2007995
211691193,9,1.8087981
227731317,7,4.7011976
505463602,5,6.056099
241468603,6,1.1325986
56731818,5,12.454798
223147185,5,5.8917985
294209451,3,3.5405977
357446836,0,4.6575985
150243819,8,9.714897
328318964,5,2.5857
217830801,7,0.21389838
565537996,1,5.2034965
514365151,-1,3.743998
113404289,2,6.5903974
433297776,-2,7.406597
115790541,12,5.970099
98027,5,1.4446958
50809662,8,13.993397
597003407,1,6.4898963
79342964,8,6.5815964
257261858,5,13.137799
470389543,6,6.599999
470985659,0,6.4457965
198970770,2,5.113596
418796402,8,0.14809895
545935545,-1,10.2948
377244792,6,10.942296
265532992,2,10.989598
62582896,4,10.9344
399640005,4,5.124398
354105915,4,5.525797
12498056,7,9.763899
357461073,2,4.6543965
20350832,6,7.724198
562800670,4,5.9142976
62347717,0,10.996098
98444672,4,1.6190984
177000110,2,2.7647958
600570467,3,5.563197
567710401,7,4.638599
79469603,1,6.5485964
533896414,4,13.422896
207817534,4,2.8153968
24689578,6,6.5974965
398644160,-1,5.382999
626187111,2,10.527997
98672034,5,1.5605961
225018176,6,5.4055996
295982210,9,3.0798986
491297426,-4,1.1693969
431301143,8,7.9246993
349523213,6,6.7163963
466938255,4,7.4969974
571074305,-5,3.764998
142943475,6,11.610899
467552165,9,7.3373976
140364130,7,12.281198
453856748,17,2.066396
322958914,4,3.978398
501976573,5,6.962596
56992409,6,12.3867
12735345,-51,9.702199
391407256,3,7.262998
349248266,7,6.787697
225227504,7,5.3512993
386087537,3,8.645197
165696008,3,5.7003994
467298534,7,7.4033976
231072176,1,3.8329995
593358668,1,7.4368954
577960192,4,1.9763974
540805038,5,11.627897
71687674,4,8.570196
343607736,0,8.252797
205501466,6,3.416499
424458859,9,9.702697
53215985,2,13.3677
376108716,5,11.237098
255197895,5,13.674099
628171188,1,10.011999
582742305,1,0.73369956
130742801,-4,2.086497
11364019,5,10.0585985
532262252,-1,13.847396
279479931,-3,7.3666983
339551037,-1,9.306199
136758794,8,0.52349824
300839660,6,1.8179991
309786136,6,7.400198
7624706,3,11.029998
485200344,4,2.7525995
423293251,8,10.0048
361091302,7,3.7106996
225280746,6,5.337499
46425458,44,0.95079845
155012867,8,8.476396
438176073,0,6.139397
119156223,10,5.0965962
333045667,8,1.3588955
131681377,7,1.8428965
454894352,6,1.7960991
611881342,5,2.6244996
266207648,44,10.814099
546948316,8,10.0318985
158231732,9,7.640096
364867048,6,2.730696
239816754,1,1.5613999
493736160,3,0.53529966
311831904,7,6.869296
186822389,2,0.21339574
286838679,4,5.455796
214456589,5,1.0905974
524982721,5,0.98609716
273241673,2,8.987198
67187320,4,9.7385
116178051,3,5.870096
206391955,-12,3.185597
288998330,5,4.893999
112756919,5,6.7584977
509078604,8,5.1175966
6566123,0,11.3046
115425223,7,6.0658956
491384621,8,1.1470957
106810756,5,8.303396
41720884,2,2.1733966
570741054,5,3.8511996
619880247,5,0.5474956
560379752,6,6.543098
625858127,4,10.613098
432670398,1,7.569398
482320954,5,3.5005994
582181893,7,0.8794988
180699799,11,1.8029993
486574978,8,2.3961966
215765056,7,0.7500999
149145668,4,9.999998
225852168,9,5.1895967
73573467,2,8.079699
378557034,2,10.6008
542523780,7,11.1811
368500611,5,1.7869955
2175821,4,0.90419906
712750,7,1.2839999
53849804,0,13.203896
179390450,2,2.1434977
494839551,6,0.24909793
305684492,1,0.55929995
473797823,3,5.7147985
506221701,8,5.8591986
217560004,1,0.2840989
333086111,13,1.3481961
130414627,-2,2.1715977
497103094,0,8.227699
350675931,5,6.416399
74406491,9,7.863697
233274416,7,3.2615964
223707352,0,5.7461
429443003,5,8.407798
452242844,-1,2.4855962
119818545,7,4.924197
507030783,7,5.649596
506588142,1,5.7644963
318201285,3,5.214796
114630521,11,6.2722955
263510366,0,11.515198
280735224,9,7.041096
34367835,2,4.083197
472834945,5,5.964799
575047728,7,2.7328975
129616897,7,2.3790965
381226603,19,9.908096
306568559,9,0.33049616
310520100,2,7.2097974
130089389,7,2.2556994
214473382,3,1.0863969
502139918,8,6.9199967
607574685,8,3.7437968
164678127,7,5.965297
490642409,11,1.3396965
620698763,8,0.33469635
398312684,2,5.4690986
254269312,3,13.915598
315264472,2,5.977696
550087515,6,9.216897
453955211,5,2.0408957
12537491,8,9.754296
166615265,-1,5.4620976
238405274,7,1.928498
260601565,-1,12.270698
321157292,5,4.4465976
188674232,6,7.7874
594138620,8,7.2336984
21097183,4,7.5305967
529203353,8,14.6412
171462061,7,4.2033963
600845731,3,5.491896
182846286,5,1.245499
300500404,9,1.9062983
612702509,3,2.4116974
309371447,4,7.5076995
323170996,7,3.9230993
307784942,4,0.014496295
199591799,6,4.9518976
536368959,5,12.780198
186908117,4,0.19099607
196821647,6,5.671099
117981804,8,5.4008994
150758619,34,9.580798
217599869,6,0.2744956
244339512,14,0.38669905
393956964,6,6.601196
377847095,7,10.785896
374269406,-8,0.2877983
367628905,1,2.0124993
605292416,-5,4.3363976
241037682,0,1.2442995
253637871,6,14.079498
27951579,3,5.7493997
342047150,6,8.658197
113417206,4,6.587197
338807882,1,9.499797
378233235,5,10.684799
228226100,7,4.572499
141084205,3,12.093898
262487377,-1,11.781197
512436602,7,4.2451973
59629139,11,11.702596
596839781,7,6.532496
235384949,3,2.7125998
127928542,6,2.8174975
460634834,20,0.30549687
533947263,3,13.409099
589889194,4,8.338096
11969846,3,9.901198
485820140,7,2.5919979
503238982,4,6.6337996
415303585,-3,1.0556978
508322113,5,5.3133993
611751959,6,2.6584976
100194668,-1,1.1647973
125227049,2,3.5187
222881136,6,5.9609985
617806429,7,1.085897
409808135,-35,2.4835963
429848077,-1,8.302498
250565153,8,14.8775
621735546,3,0.06549581
577185368,5,2.177498
163665599,12,6.228098
504559891,2,6.2911973
419007767,4,0.09379623
435988085,6,6.707498
526318610,1,0.63929653
83414145,10,5.5239964
524591855,-7,1.0871991
424081139,-1,9.800598
144205532,4,11.283198
221883134,2,6.220597
46629456,1,0.89759934
418932921,4,0.112997465
470017262,5,6.6968985
449871873,-17,3.1006
49085862,4,0.26029614
157230650,1,7.8996983
613509005,11,2.2019978
416064094,-18,0.85779923
514875810,2,3.6109993
183556705,4,1.0613971
25949500,2,6.2696986
317882332,2,5.2967
209636364,0,2.3428965
97236642,2,1.9329981
514891974,2,3.6067996
408770242,6,2.752798
9111132,3,10.643798
44916179,4,1.3434961
359942299,6,4.0095973
416148918,2,0.83649606
9311314,8,10.591699
348455911,1,6.9930987
341271359,3,8.859299
376395206,5,11.162599
386529026,8,8.530298
486633631,10,2.3802998
73681636,-1,8.051997
587256973,7,9.021198
311131036,6,7.0511966
513858066,-2,3.8758972
591865418,6,7.8241982
603280324,6,4.858799
626957122,1,10.327996
336361349,5,0.4969978
205451863,7,3.4292994
412550994,8,1.7706978
116814498,0,5.704099
254453705,4,13.867698
85497735,6,4.982398
517815165,7,2.8480966
171563930,2,4.176797
361558115,8,3.5893998
472457185,11,6.0627
422063858,2,10.325096
465247685,11,7.936396
305684874,0,0.5592995
434597811,7,7.0682
364455281,1,2.8370984
77569940,6,7.0422955
204960251,4,3.5569994
571709012,8,3.6000981
496942476,7,8.270196
45778069,6,1.1188986
538811595,7,12.146096
461953430,6,8.791897
51132230,5,13.909298
33753763,5,4.242797
351557572,4,6.1875978
440955314,5,5.416899
336286175,6,0.5161994
508835671,3,5.180398
153301579,5,8.920099
386835148,6,8.4505
372077237,8,0.85699916
67515290,2,9.653299
366156739,1,2.3955965
407882162,2,2.9836972
427277899,3,8.970596
141922599,6,11.875799
182911732,5,1.2283992
123933421,4,3.8548992
539385201,5,11.997096
172501189,3,3.9330976
223278084,10,5.857799
559074962,1,6.882496
59670462,1,11.6918955
55699086,5,12.722998
565297657,3,5.2652993
614487900,7,1.9477978
11008747,3,10.1511965
490883247,7,1.2768974
407674488,0,3.037896
55697873,3,12.723
399307884,3,5.2105985
71304285,6,8.669099
612773378,-17,2.393596
329157491,3,2.3685968
94998153,3,2.5149958
605551038,8,4.2693973
22943456,4,7.0506983
309120822,0,7.5736957
518667742,-1,2.626796
594649291,4,7.1007
608432083,8,3.5203
138880994,6,12.666398
147863181,3,10.332998
325633437,5,3.2835984
276122411,4,8.239197
307270764,3,0.1474987
435189006,4,6.9149985
433424664,6,7.373597
260604159,4,12.2696
552542091,6,8.579596
197768935,1,5.425298
319336278,6,4.9200954
597446770,7,6.3739996
557151472,2,7.3814983
353717791,15,5.626896
415979030,9,0.8800982
283187101,3,6.4037976
80639937,2,6.244298
111165503,6,7.1714
558850565,2,6.939999
526293061,6,0.6456976
272405032,6,9.2042
202791242,6,4.1208973
241616300,1,1.0942984
85417602,1,5.003696
401311027,4,4.6902986
236900699,16,2.3188996
149745605,7,9.844695
543796650,3,10.851196
565928236,5,5.1013994
447042192,1,3.8357992
404211090,7,3.9369984
39329071,8,2.7946963
56039757,9,12.634598
270565628,8,9.681999
495964862,7,8.5234995
570865702,2,3.8192976
264217676,3,11.331199
189010405,-1,7.7001996
182773346,11,1.2645981
463110845,-1,8.490799
145655868,6,10.906498
621863387,10,0.031499363
409938470,1,2.449497
311804479,8,6.8756995
346154394,10,7.590998
117567442,3,5.5093956
592394903,3,7.686897
295062105,2,3.319297
597312945,4,6.409098
574046834,10,2.9925992
433087598,8,7.4607987
